state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,511,Kurnool,"KURNOOL                                           ",552,5258,Kallur,,05258,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335,2294,"Kalna - II",,02294,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,446,Gandhinagar,"GANDHINAGAR                                       ",473,3773,"Kalol Gandhinagar","Kalol Gandhinagar",03773,2024-10-07
36,Telangana,తెలంగాణ,00,695,"Jogulamba Gadwal","జోగులాంబ గద్వాల",000,6297,"Kaloor Thimmandoddi","కలూరి తిమ్మన్ దొడ్డి",00000,2024-10-07
31,Lakshadweep,"LAKSHADWEEP                                       ",31,553,"Lakshadweep District","LAKSHADWEEP DISTRICT                              ",587,5628,Kalpeni,,05628,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,729,Kallakurichi,கள்ளக்குறிச்சி,000,7055,"Kalvarayan Hills","கல்வராயன் மலை",00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,775,Balotra,बालोतरा,NA,7130,Kalyanpur,कल्याणपुर,00000,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,243,"West Siang","WEST SIANG                                        ",250,6585,"Kamba Adc",,00000,2024-10-07
36,Telangana,తెలంగాణ,00,509,Khammam,ఖమ్మం,541,4745,Kamepalli,కామేపల్లి,04745,2024-10-07
14,Manipur,"MANIPUR                                           ",14,712,Kangpokpi,,000,6495,"Kangchup Geljang",,00000,2024-10-07
36,Telangana,తెలంగాణ,00,691,Sangareddy,సంగారెడ్డి,000,4450,Kangti,కంగ్టి,04450,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,381,"Uttar Bastar Kanker","उत्तर बस्तर कांकेर",413,3351,Kanker,,03351,2024-10-07
27,Maharashtra,महाराष्ट्र,27,469,"Chhatrapati Sambhajinagar","छत्रपती संभाजीनगर",515,4133,Kannad,कन्नड,04133,2024-10-07
32,Kerala,"KERALA                                            ",32,557,Kannur,കണ്ണൂര്‍,589,5633,Kannur,കണ്ണൂര്‍,05633,2024-10-07
21,Odisha,ODISHA,21,350,Cuttack,"CUTTACK                                           ",381,2945,Kanpur,,02945,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,171,Moradabad,"MORADABAD                                         ",135,718,Kanth,,00718,2024-10-07
10,Bihar,"BIHAR                                             ",10,208,Muzaffarpur,मुजफ्फरपुर,216,1204,Kanti,काँटी,01204,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,450,Kheda,"KHEDA                                             ",483,3869,Kapadvanj,,03869,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,462,Valsad,"VALSAD                                            ",491,3930,Kaprada,,03930,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,160,Kushinagar,KUSHINAGAR,189,6879,Kaptanganj,,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,209,Nalanda,नालंदा,229,1378,"Karai Parsurai",करायपरसुराय,01378,2024-10-07
27,Maharashtra,महाराष्ट्र,27,498,Wardha,वर्धा,504,4016,Karanja,कारंजा,04016,2024-10-07
21,Odisha,ODISHA,21,365,Mayurbhanj,"MAYURBHANJ                                        ",376,2870,Karanjia,,02870,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,120,Prayagraj,PRAYAGRAJ,175,892,Karchhana,,00892,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,418,Narsimhapur,नरसिंहपुर,452,3637,Kareli,करेली,03637,2024-10-07
20,Jharkhand,झारखंड,20,325,Dhanbad,धनबाद,354,6202,Kariasol,करियासोल,00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,571,Dharmapuri,"DHARMAPURI                                        ",630,6622,Karimangalam,"காரிமங்கலம் ",00000,2024-10-07
36,Telangana,తెలంగాణ,00,508,Karimnagar,కరీంనగర్,534,6231,Karimnagar,"కరీంనగర్ ",00000,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,461,Vadodara,"VADODARA                                          ",486,3907,Karjan,,03907,2024-10-07
20,Jharkhand,झारखंड,20,333,Jamtara,जामताड़ा,363,2677,"Karma Tanr Vidyasagar*","करमाटांड विद्यासागर",02677,2024-10-07
20,Jharkhand,झारखंड,20,606,Khunti,खूंटी,365,2700,Karra,,02700,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5408,Karvetinagar,,05408,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,146,Ghazipur,"GHAZIPUR                                          ",195,6834,Kasimabad,,00000,2024-10-07
21,Odisha,ODISHA,21,353,Gajapati,"GAJAPATI                                          ",389,3104,Kasinagar,,03104,2024-10-07
14,Manipur,"MANIPUR                                           ",14,717,Kamjong,,000,1891,"Kasom Khullen",,01891,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,376,"Dakshin Bastar Dantewada","दक्षिण बस्तर दंतेवाड़ा",416,3371,Katekalyan,,03371,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,450,Kheda,"KHEDA                                             ",483,3872,Kathlal,,03872,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,7,Kathua,"KATHUA                                            ",007,30,Kathua,,00030,2024-10-07
10,Bihar,"BIHAR                                             ",10,197,Gopalganj,गोपालगंज,217,1215,Katiya,कटेया,01215,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,413,Katni,कटनी,450,7028,"Katni Nagar","कटनी नगर",00000,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,22,Mandi,"MANDI                                             ",027,6945,Katoula,,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,639,Alirajpur,अलीराजपुर,465,6980,Katthiwara,कट्ठीवाडा,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,519,Srikakulam,"SRIKAKULAM                                        ",542,4779,Kaviti,,04779,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,382,Kabeerdham,कबीरधाम,407,3298,Kawardha,,03298,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,679,Siang,,000,1627,"Kaying Eac",,01627,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,625,Shopian,"SHOPIAN                                           ",013,6092,Keegam,Keegam,00000,2024-10-07
36,Telangana,తెలంగాణ,00,700,"Medchal Malkajgiri","మేడ్చల్ మల్కాజిగిరి",000,4522,Keesara,కీసర(M),04522,2024-10-07
21,Odisha,ODISHA,21,358,Kalahandi,"KALAHANDI                                         ",395,3165,Kegaon,,03165,2024-10-07
14,Manipur,"MANIPUR                                           ",14,255,"Imphal East","IMPHAL EAST                                       ",278,1886,"Keirao Bitra",,01886,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,781,Kekri,केकड़ी,NA,614,Kekri,,00614,2024-10-07
27,Maharashtra,महाराष्ट्र,27,500,Yavatmal,यवतमाळ,510,4090,Kelapur,केलापूर,04090,2024-10-07
20,Jharkhand,झारखंड,20,332,Hazaribagh,हज़ारीबाग,360,2656,Keredari,,02656,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,4561,Keshampet,కేశంపేట,04561,2024-10-07
20,Jharkhand,झारखंड,20,328,Garhwa,गढ़वा,346,2497,Ketar*,केतार,02497,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,760,"Manendragarh-Chirmiri-Bharatpur(M C B)",मनेन्द्रगढ़-चिरमिरी-भरतपुर(ऍम.सी.बी.),000,3235,Khadganva,,03235,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,397,Burhanpur,बुरहानपुर,467,3720,Khaknar,खकनार,03720,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,178,"Sant Kabir Nagar","SANT KABIR NAGAR",186,942,Khalilabad,,00942,2024-10-07
3,Punjab,"PUNJAB                                            ",03,30,"Fatehgarh Sahib","FATEHGARH SAHIB                                   ",040,223,Khamanon,,00223,2024-10-07
21,Odisha,ODISHA,21,344,Anugul,"ANUGUL                                            ",384,3001,Khamar,,03001,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,674,"Devbhumi Dwarka","DEVBHUMI DWARKA",000,3813,Khambhalia,,03813,2024-10-07
27,Maharashtra,महाराष्ट्र,27,472,Buldhana,बुलढाणा,500,3981,Khamgaon,खामगाव,03981,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,312,Hooghly,"HOOGHLY                                           ",338,2354,"Khanakul - I",,02354,2024-10-07
27,Maharashtra,महाराष्ट्र,27,494,Satara,सातारा,527,4257,Khandala,खंडाळा,04257,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,113,"Sawai Madhopur","SAWAI MADHOPUR                                    ",108,532,Khandar,,00532,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,105,Jhalawar,"JHALAWAR                                          ",129,678,Khanpur,,00678,2024-10-07
10,Bihar,"BIHAR                                             ",10,217,Samastipur,समस्तीपुर,221,1287,Khanpur,खानपुर,01287,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,2,Budgam,,002,6,Khansahib,,00006,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,434,Tikamgarh,टीकमगढ़,424,3422,Khargapur,खरगापुर,03422,2024-10-07
21,Odisha,ODISHA,21,368,Nuapada,"NUAPADA                                           ",394,3156,Khariar,,03156,2024-10-07
20,Jharkhand,झारखंड,20,341,"Saraikela Kharsawan","सरायकेला खरसावां",369,2747,Kharsawan,,02747,2024-10-07
21,Odisha,ODISHA,21,366,Nabarangpur,"NABARANGPUR                                       ",397,3198,Khatiguda,,03198,2024-10-07
27,Maharashtra,महाराष्ट्र,27,492,Ratnagiri,रत्नागिरी,528,4268,Khed,खेड,04268,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,453,Navsari,"NAVSARI                                           ",490,6195,Khergam,,00000,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,248,Phek,"PHEK                                              ",266,1811,Khezhakeno,,01811,2024-10-07
36,Telangana,తెలంగాణ,00,522,Warangal,వరంగల్,540,6246,"Khila Warangal","ఖిలా వరంగల్",00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,422,Rajgarh,राजगढ़,442,3564,Khilchipur,खिलचीपुर,03564,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,408,Harda,हरदा,448,3606,Khirkiya,खिरकिया,03606,2024-10-07
10,Bihar,"BIHAR                                             ",10,196,Gaya,गया,236,1490,Khizirsarai,खिजरसराय,01490,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,5,Jammu,"JAMMU                                             ",021,6714,Khour,Khour,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,410,Indore,इन्दौर,439,7015,Khudel,खुडैल,00000,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,18,Kangra,"KANGRA                                            ",024,107,Khundian,,00107,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,628,Anjaw,"                                                  ",260,1741,"Kibithoo Circle",,01741,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,575,Kanniyakumari,"KANNIYAKUMARI                                     ",629,6673,Killiyoor,"கிள்ளியூர் ",00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,593,Tiruvannamalai,"TIRUVANNAMALAI                                    ",606,6630,Kilpennathur,கீழ்பென்னாத்தூர்,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,746,Kakinada,Kakinada,000,4899,Kirlampudi,,04899,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,392,Balaghat,बालाघाट,457,3673,Kirnapur,किरनापुर,03673,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,770,Khairthal-Tijara,खैरथल-तिजारा,NA,497,"Kishangarh Bas",,00497,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,166,Mainpuri,"MAINPURI                                          ",148,6872,Kishni,,00000,2024-10-07
21,Odisha,ODISHA,21,344,Anugul,"ANUGUL                                            ",384,3016,Kishorenagar,,03016,2024-10-07
10,Bihar,"BIHAR                                             ",10,203,Kishanganj,किशनगंज,210,1126,Kochadhamin,कोचाधामन,01126,2024-10-07
21,Odisha,ODISHA,21,371,Sambalpur,"SAMBALPUR                                         ",372,2782,Kochinda,,02782,2024-10-07
